"","load_yield_adj","yield","pH_mean","gpp_mean","precip_mean","site","month_adj"
"47",64623.5425241822,35259236.7565714,5.793,86.1583333333333,3.89023331450298,"Vermont",2
"48",62637.727083273,58097001.1968,5.60778801843318,11.6532258064516,3.75216132979239,"Vermont",3
"49",9142.80495652142,2367035818.78087,7.05263440860215,245.535779049395,9.77441928439563,"California",4
"50",11101.3514754638,421074030.195263,7.25865800865801,193.836970346429,8.53350002711107,"California",5
"51",11175.8053673387,1126466206.73028,7.33680351906158,397.564654119153,14.2254838760822,"California",6
"52",10218.4200880907,1803183760.68137,7.3,558.449528189167,11.9572665433089,"California",7
"53",9789.8793632809,1785715343.59218,7.29758064516129,1045.64513552097,6.62758069966109,"California",8
"54",9830.86584192022,1159789116.49044,7.2575,1492.87184470417,2.84866665167113,"California",9
"55",11848.2592208442,254308885.912026,7.4,1577.199019375,1.67096772339315,"California",10
"56",13940.7463148129,99491185.97568,7.46392961876833,1436.9994188871,0.0243225813873353,"California",11
"57",14745.5170816597,63463330.95408,7.44893939393939,970.094150588333,0.558666664299866,"California",12
"58",13623.4234589059,196646269.678804,7.49692082111437,586.192577187097,7.49941926569708,"California",1
"59",11613.8637285509,547903968.280147,7.41818181818182,168.413414141667,11.4233667236132,"California",2
"60",10403.9990102638,2348750184.96811,7.26887096774194,81.9133064516129,17.3139032240837,"California",3
"61",9524.9580479169,2424766165.03486,7.20345622119816,178.755018909677,16.8879355682481,"California",4
"62",10389.2699246315,1258108177.69232,7.26206896551724,253.845387613362,7.74179313100618,"California",5
"63",10352.8446673722,1591422785.86648,7.3,362.446527111492,18.2311936896895,"California",6
"64",9664.02246292168,2464123268.95772,7.24904761904762,844.859224529375,9.71843330903212,"California",7
"65",9830.82798589664,1167003868.78415,7.2815668202765,1234.51770158387,5.50632260129937,"California",8
"66",11192.4928765123,680891737.0365,7.34833333333333,1454.06787587375,6.34466672264971,"California",9
"67",12705.0989343599,238798407.8385,7.41612903225806,1643.51954746935,0.352516122402683,"California",10
"68",14487.5104610453,95345069.1687,7.49677419354839,1377.06513116452,0.0691290339154582,"California",11
"69",14929.5001049312,63846657.0504,7.5,1008.36611461521,0.0712666670481364,"California",12
"70",14459.0076780507,94236214.2550644,7.5,557.68096741129,4.7283225864878,"California",1
"71",12392.4258611345,572623363.467598,7.41992063492063,232.886130435625,9.76486654778322,"California",2
"72",10336.5743025013,1234940130.18807,7.25952380952381,131.406719804234,9.00883869490316,"California",3
