"","month","wy","load","yield","load_yield_adj","pH_mean","gpp_mean","precip_mean","cc_cumulative_precip","cc_precip_sd_year","cc_temp_mean","cc_temp_sd_year","va_gpp_sum","va_gpp_sd_year","va_gpp_sd_space","va_npp_median","va_npp_sd"
"81",8,2013,600659290523.049,8006857.08,75018.1106670945,6.0979435483871,1365.40725806452,2.92567742039119,1201.474,6.6952,6.4677,10.9753,13791.0064,630.3461,32.1122,7682.6522,318.8454
"82",9,2013,822237631871.808,10794260.7,76173.5939796051,6.11945833333333,808.563019808333,4.01176663640266,1201.474,6.6952,6.4677,10.9753,13791.0064,630.3461,32.1122,7682.6522,318.8454
"83",7,2014,1430463493270.71,18269205.21,78299.163911505,5.91905529953917,1597.1814516129,5.90977419528269,1336.816,9.2217,5.5674,11.2174,13954.9407,670.7286,34.8088,8083.9305,309.7658
"84",8,2014,1403357307055.71,17941491.15,78218.5435604505,6.06078341013825,1373.07056451613,2.33283876306227,1336.816,9.2217,5.5674,11.2174,13954.9407,670.7286,34.8088,8083.9305,309.7658
"85",9,2014,173634644193.924,2101138.71,82638.35384477,6.26409523809524,811.80625,1.36636666827835,1336.816,9.2217,5.5674,11.2174,13954.9407,670.7286,34.8088,8083.9305,309.7658
"86",7,2015,3032588380050.88,45175899.45,67128.4560345566,5.83675115207373,1682.86693548387,5.4773226109063,1306.448,9.4308,5.8304,11.6653,15480.6026,706.007,32.6836,8871.1883,353.8012
"87",8,2015,453384326625.393,7188055.35,63074.6849529188,5.98336559139785,1465.26814516129,2.54106451901457,1306.448,9.4308,5.8304,11.6653,15480.6026,706.007,32.6836,8871.1883,353.8012
"88",9,2015,447901891549.249,8154745.83,54925.303729454,6.17584126984127,897.09375,4.51039999425411,1306.448,9.4308,5.8304,11.6653,15480.6026,706.007,32.6836,8871.1883,353.8012
"89",7,2016,366413020628.276,4097693.31,89419.337395037,6.14935483870968,1645.42338709677,3.95893546073667,1229.993,7.5496,6.9651,10.4351,15816.6828,703.0479,36.8061,9048.0796,348.4744
"90",8,2016,341221743519.952,4889472.03,69787.0325111466,6.1,1504.45564516129,4.49674190204936,1229.993,7.5496,6.9651,10.4351,15816.6828,703.0479,36.8061,9048.0796,348.4744
"91",9,2016,53865281841.225,540930.96,99578.8479942523,6.37,975.748958333333,1.5106333365043,1229.993,7.5496,6.9651,10.4351,15816.6828,703.0479,36.8061,9048.0796,348.4744
"92",7,2017,1729434803089.95,36038284.92,47988.8209699505,6.02322580645161,1583.72580645161,4.858290298211,1524.728,9.8375,6.3681,10.8045,14898.6384,677.0654,40.5745,8674.299,344.7683
"93",8,2017,120472730961.236,1332595.02,90404.6084167685,6.21465437788018,1488.66733870968,2.89070971201234,1524.728,9.8375,6.3681,10.8045,14898.6384,677.0654,40.5745,8674.299,344.7683
"94",9,2017,101907831762.678,1289176.71,79048.7688554952,6.27947619047619,1016.83541666667,2.23366664846738,1524.728,9.8375,6.3681,10.8045,14898.6384,677.0654,40.5745,8674.299,344.7683
"95",7,2018,1894507264106.49,35635186.23,53163.9501440734,5.9717569124424,1648.89516129032,4.61506453925563,1378.05,7.7328,6.0045,11.0485,14936.8722,706.5061,34.9443,8356.0714,348.1951
"96",8,2018,705850042642.549,9836847.18,71755.7190557625,6.10529953917051,1534.75403225806,3.29190320161081,1378.05,7.7328,6.0045,11.0485,14936.8722,706.5061,34.9443,8356.0714,348.1951
"97",9,2018,334217892740.962,4907261.49,68106.8032388391,6.29616666666667,907.120833333333,2.73836668351044,1378.05,7.7328,6.0045,11.0485,14936.8722,706.5061,34.9443,8356.0714,348.1951
"98",7,2019,768714436192.137,11461230.12,67070.8491273306,6.16232718894009,1710.4414531379,3.97748388398078,1502.821,8.1161,5.6427,10.9055,15170.9375,701.3669,37.9726,8726.4536,324.4699
"99",8,2019,364157199847.299,4298940.63,84708.5901363795,6.29497119815668,1511.5685483871,3.21722582847841,1502.821,8.1161,5.6427,10.9055,15170.9375,701.3669,37.9726,8726.4536,324.4699
"100",9,2019,493940346968.902,8004725.07,61706.0976672496,6.265125,954.2375,2.64986663957437,1502.821,8.1161,5.6427,10.9055,15170.9375,701.3669,37.9726,8726.4536,324.4699
"101",7,2020,371549533692.168,3947721.66,94117.4595607553,6.32148148148148,1568.18346774194,4.65109680923483,1233.597,8.1737,7.2172,10.2374,14512.9932,663.8232,39.6517,8104.386,315.6049
"102",9,2020,233914413172.088,3820375.8,61228.1161377077,6.08,788.289583333333,1.72656659632921,1233.597,8.1737,7.2172,10.2374,14512.9932,663.8232,39.6517,8104.386,315.6049
