"","month","wy","load","yield","load_yield_adj","pH_mean","gpp_mean","precip_mean","cc_cumulative_precip","cc_precip_sd_year","cc_temp_mean","cc_temp_sd_year","va_gpp_sum","va_gpp_sd_year","va_gpp_sd_space","va_npp_median","va_npp_sd"
"71",11,2009,3678841395396.27,61854369.4536264,59475.8531675662,5.40238095238095,46.15625,4.84880009554327,1373.772,7.9321,5.4143,10.7339,13826.1615,640.3595,36.4366,8275.8517,298.2289
"72",12,2009,3071287077131.83,51215670.3692308,59967.7218903882,5.40589861751152,3.44556451612903,5.59377420331622,1373.772,7.9321,5.4143,10.7339,13826.1615,640.3595,36.4366,8275.8517,298.2289
"73",10,2010,3522164113087.39,62679127.4086154,56193.5728639908,5.75078341013825,197.096774193548,5.15316133729873,1405.173,8.6551,7.3891,10.3364,13758.4163,635.7247,34.2193,7899.6554,279.077
"74",11,2010,3107266577356.03,52530807.8408727,59151.3191034225,5.58661904761905,72.9416666666667,3.39239999850591,1405.173,8.6551,7.3891,10.3364,13758.4163,635.7247,34.2193,7899.6554,279.077
"75",12,2010,3255858565890.6,53966810.5439545,60330.7576096014,5.56145161290323,4.4758064516129,3.76603227625451,1405.173,8.6551,7.3891,10.3364,13758.4163,635.7247,34.2193,7899.6554,279.077
"76",10,2011,5033874510992.92,77483694.4927524,64966.888116877,5.72976958525346,195.596774193548,8.85074194975858,1647.286,10.2129,6.8687,10.7871,13752.3762,665.1994,31.5477,7778.6731,278.3822
"77",11,2011,3000547134212.95,46895845.5711801,63983.2185061813,5.61461904761905,48.8229166666667,3.56020006611943,1647.286,10.2129,6.8687,10.7871,13752.3762,665.1994,31.5477,7778.6731,278.3822
"78",12,2011,4641547563886.9,79907624.7864615,58086.4163625259,5.46278801843318,3.67137096774194,3.9872581593452,1647.286,10.2129,6.8687,10.7871,13752.3762,665.1994,31.5477,7778.6731,278.3822
"79",10,2012,4508486781102.06,76934951.1432727,58601.2821754588,5.63815668202765,236.621297508065,6.06416127950914,1375.782,9.0461,7.6578,9.8811,14664.7691,666.2762,36.9067,8251.4509,317.4769
"80",11,2012,2278576785908.5,35259236.7565714,64623.5425241822,5.793,86.1583333333333,3.89023331450298,1375.782,9.0461,7.6578,9.8811,14664.7691,666.2762,36.9067,8251.4509,317.4769
"81",12,2012,3639064105321.74,58097001.1968,62637.727083273,5.60778801843318,11.6532258064516,3.75216132979239,1375.782,9.0461,7.6578,9.8811,14664.7691,666.2762,36.9067,8251.4509,317.4769
"82",10,2013,4437868756858.09,70005821.6720359,63392.8529208423,5.79599078341014,243.151209677419,5.96558056663226,1201.474,6.6952,6.4677,10.9753,13791.0064,630.3461,32.1122,7682.6522,318.8454
"83",11,2013,1620226529311.98,24166799.1992967,67043.488711535,5.83119047619048,55.5,0.576866674919923,1201.474,6.6952,6.4677,10.9753,13791.0064,630.3461,32.1122,7682.6522,318.8454
"84",12,2013,2718001510184.15,45288182.952,60015.6891493063,5.65479262672811,10.7258064516129,5.14696764350388,1201.474,6.6952,6.4677,10.9753,13791.0064,630.3461,32.1122,7682.6522,318.8454
"85",10,2014,663669475648.57,8643462.18,76782.828666067,6.20124423963134,284.608840443548,1.32238706033076,1336.816,9.2217,5.5674,11.2174,13954.9407,670.7286,34.8088,8083.9305,309.7658
"86",11,2014,2742688260717.88,45660414.5230435,60067.0907035617,5.88145238095238,42.9104166666667,4.72303335590598,1336.816,9.2217,5.5674,11.2174,13954.9407,670.7286,34.8088,8083.9305,309.7658
"87",12,2014,1660401897737.67,25606385.4,64843.275292485,5.73626152073733,6.66733870967742,2.77974192077114,1336.816,9.2217,5.5674,11.2174,13954.9407,670.7286,34.8088,8083.9305,309.7658
"88",10,2015,2378820146582.55,37638025.68,63202.5751511883,5.99308755760369,273.387096774194,5.6404516268484,1306.448,9.4308,5.8304,11.6653,15480.6026,706.007,32.6836,8871.1883,353.8012
"89",11,2015,1354014077954.51,20491943.6256522,66075.4344580339,5.91904761904762,40.95625,3.24510004400897,1306.448,9.4308,5.8304,11.6653,15480.6026,706.007,32.6836,8871.1883,353.8012
"90",12,2015,2941530479736.37,48800123.07,60277.1119145944,5.68652073732719,11.2842741935484,4.61912903189659,1306.448,9.4308,5.8304,11.6653,15480.6026,706.007,32.6836,8871.1883,353.8012
"91",10,2016,915624582607.325,18169060.86,50394.711628883,5.99774193548387,318.983870967742,5.1752903151416,1229.993,7.5496,6.9651,10.4351,15816.6828,703.0479,36.8061,9048.0796,348.4744
"92",11,2016,1909985693775.76,31509730.0995652,60615.7427480508,5.8725,118.727083333333,2.29919996081541,1229.993,7.5496,6.9651,10.4351,15816.6828,703.0479,36.8061,9048.0796,348.4744
"93",12,2016,2878507154637.51,45988289.28,62592.1772630353,5.73055299539171,60.9576612903226,5.03580639673202,1229.993,7.5496,6.9651,10.4351,15816.6828,703.0479,36.8061,9048.0796,348.4744
"94",10,2017,324112046604.315,5001934.44,64797.3400075822,6.07275,357.642137096774,4.12280650965629,1524.728,9.8375,6.3681,10.8045,14898.6384,677.0654,40.5745,8674.299,344.7683
"95",11,2017,906603968317.584,14331953.9543478,63257.5272852137,5.94309523809524,100.40625,3.15349998076757,1524.728,9.8375,6.3681,10.8045,14898.6384,677.0654,40.5745,8674.299,344.7683
"96",12,2017,1488936087695.85,24773049.39,60103.060558095,5.73453149001536,9.02620967741935,4.12845160571798,1524.728,9.8375,6.3681,10.8045,14898.6384,677.0654,40.5745,8674.299,344.7683
"97",10,2018,2894102137305.6,47899327.32,60420.5173482089,6.25064516129032,350.097397677419,8.65441940099962,1378.05,7.7328,6.0045,11.0485,14936.8722,706.5061,34.9443,8356.0714,348.1951
"98",11,2018,1910954242806.83,38833596.7721739,49208.7883081723,5.66269047619048,52.48125,2.91766660714832,1378.05,7.7328,6.0045,11.0485,14936.8722,706.5061,34.9443,8356.0714,348.1951
"99",12,2018,1466650867868.31,23725601.91,61817.224845627,5.80721198156682,10.5826612903226,3.70564513172083,1378.05,7.7328,6.0045,11.0485,14936.8722,706.5061,34.9443,8356.0714,348.1951
"100",10,2019,1840920642293.91,32666903.97,56354.3041600923,5.94035483870968,243.709677419355,4.62270972156717,1502.821,8.1161,5.6427,10.9055,15170.9375,701.3669,37.9726,8726.4536,324.4699
"101",11,2019,3060239479159.75,54311294.2147826,56346.281623442,5.76471666666667,51.7916666666667,7.02383329073588,1502.821,8.1161,5.6427,10.9055,15170.9375,701.3669,37.9726,8726.4536,324.4699
"102",12,2019,3911593516146.91,65667866.22,59566.3258349573,5.80266129032258,4.44354838709677,3.64754836976288,1502.821,8.1161,5.6427,10.9055,15170.9375,701.3669,37.9726,8726.4536,324.4699
"103",10,2020,1159446679207.73,20136126.33,57580.4233746945,6.2108064516129,320.258064516129,4.66732259021111,1233.597,8.1737,7.2172,10.2374,14512.9932,663.8232,39.6517,8104.386,315.6049
"104",11,2020,2349473072433.77,41888020.6943478,56089.3790990414,5.90620833333333,50.325,4.29723327557246,1233.597,8.1737,7.2172,10.2374,14512.9932,663.8232,39.6517,8104.386,315.6049
"105",12,2020,2576031437499.32,46955288.76,54861.369305299,5.80568548387097,8.28225806451613,4.2190967124639,1233.597,8.1737,7.2172,10.2374,14512.9932,663.8232,39.6517,8104.386,315.6049
